matrix.ncol...1..nrow...0.,dura_clus$cluster,pace_clus$cluster,sect_clus$cluster,loud_clus$cluster,pitches_clus$cluster,timbre_clus$cluster
TRBFPJD128F933B5C3,1,3,2,1,3,2
TRBFPRL128F14569B9,3,2,2,2,2,1
TRBFQPI128F4280CDA,3,3,1,1,3,1
TRBFQQY128F4249C56,2,2,1,1,3,2
TRBFRFR128E0781C86,2,3,3,3,3,2
TRBFRNE128F42368B1,1,2,1,3,3,3
TRBFRZX128F9341EAE,1,3,2,3,1,1
TRBFSKB128F145C5B1,3,2,1,3,1,2
TRBFSNP128F14572B5,1,3,1,3,2,2
TRBFSPZ12903CB5230,2,3,1,3,2,3
TRBFTHM12903CCC8FD,2,3,1,1,2,2
TRBFTJP128F426AC3F,1,2,2,3,1,2
TRBFUMI128F42B5731,2,2,1,2,2,3
TRBFUNY128C7196B7D,1,2,1,2,1,1
TRBFUPH128F426310A,2,2,1,3,3,3
TRBFUPZ128F145DB81,1,2,2,3,2,2
TRBFURI128F1455498,2,3,1,3,2,3
TRBFUSW128F92D0357,1,2,1,3,2,3
TRBFUXQ128F145B135,1,2,2,3,1,2
TRBFVAA128F423C356,1,2,1,3,3,3
TRBFVEP128F42621E3,2,3,1,1,3,2
TRBFVMO128F14537D3,1,3,1,3,1,3
TRBFVOP12903CF0DFA,3,2,2,3,3,3
TRBFVZI128F147FCAF,3,2,2,3,2,3
TRBFVZZ128F92FD7B5,1,2,2,3,3,3
TRBFWSP128F92F29B4,1,2,1,2,1,2
TRBFWTU128F4220AC5,2,2,3,2,3,3
TRBFWYX128F145F889,2,2,3,1,3,3
TRBFXMJ12903CB50F6,1,2,1,2,1,3
TRBFXVN128E078CF62,1,3,2,3,1,3
TRBFYJE128F14A8ABF,1,3,1,3,1,3
TRBFYKT128F428AFF7,1,3,1,3,2,3
TRBFZRA128F427030C,1,2,2,3,3,3
TRBGACK12903CD5CF5,1,2,2,3,1,2
TRBGBEE12903CBD301,1,2,1,2,3,1
TRBGBGO128F4264203,1,2,2,1,1,2
TRBGBIK128F4294A67,1,3,3,3,3,3
TRBGBUY128F422B413,2,2,3,3,3,3
TRBGCAK128F425F3CC,1,2,1,3,3,3
TRBGCLK128F4237A50,3,2,2,3,2,3
TRBGDXO128EF3531E8,2,3,3,3,1,2
TRBGDXT128F1487E86,2,2,3,2,3,2
TRBGEGB128F9345BD0,1,2,1,2,2,3
TRBGEZA128F4286D23,2,3,1,3,1,2
TRBGFLG128F1465AFD,2,2,1,3,2,2
TRBGFUW12903CA0E6B,2,3,1,3,1,2
TRBGFXC12903D01967,2,2,1,3,2,2
TRBGGFE128E0785AC0,2,1,3,1,3,2
TRBGGOS128F9307FC5,1,3,2,3,1,2
TRBGGRK128F422CA7F,2,3,3,1,3,2
TRBGGTE128F424ECBC,2,1,3,1,1,3
TRBGGYE128F42B63AB,3,3,2,3,2,2
TRBGHJG128F428ADB4,1,3,1,1,1,2
TRBGHND128E079438C,2,3,3,2,1,2
TRBGHVM128F146B47A,2,2,3,3,2,1
TRBGIAQ128F1483BFE,1,3,1,3,1,3
TRBGICJ128F427BA9A,2,2,1,3,1,2
TRBGIDU128F4241A2E,2,2,1,3,2,2
TRBGIPU128F4290454,3,3,2,2,3,1
TRBGITL12903CF2662,3,3,2,3,1,2
TRBGJDW128F4292EDB,1,3,1,3,1,3
TRBGJIZ128F92E42BC,1,3,1,2,1,1
TRBGJOG12903CC3E93,2,2,1,1,3,3
TRBGKGR128F92EE206,3,2,2,3,1,3
TRBGKJU128E079851F,1,3,2,3,1,3
TRBGLAD128F9343692,1,2,2,3,2,1
TRBGLRQ12903CA86EE,2,3,1,3,1,3
TRBGLSW12903CE3D8A,2,2,3,2,3,3
TRBGMAZ12903CC3707,2,3,3,3,1,3
TRBGMJF128F425E8EA,1,2,1,3,1,3
TRBGMUA128F92E9A1C,1,3,2,2,3,1
TRBGMWQ12903CC23CD,2,3,1,1,3,2
TRBGNAF128F9339532,2,2,3,3,3,2
TRBGNCL128F428F56F,1,2,1,3,1,2
TRBGNNC128F148D427,2,3,3,2,1,3
TRBGODE128E0785BC8,1,3,1,3,2,3
TRBGOPC128F4231959,3,2,2,3,1,2
TRBGOVC128F934435E,2,3,3,3,2,1
TRBGOWY12903D0E2A0,3,2,2,2,1,3
TRBGPCC128F428FF02,2,2,1,3,3,2
TRBGPHO128F4254D34,2,3,3,3,2,2
TRBGPWE128F421CCB4,1,2,2,3,2,3
TRBGPYK128F42796E1,3,3,1,2,1,2
TRBGPZX128F4285105,2,3,1,3,1,3
TRBGQKE128F425EDC9,3,2,2,3,1,3
TRBGRGT12903CC5019,1,3,1,1,1,1
TRBGRIP128F147FCA6,3,2,1,2,2,3
TRBGRWH128F92E3551,2,3,1,3,2,3
TRBGSAQ128F1470B41,1,2,3,2,1,3
TRBGTNZ128F1481BBD,1,2,1,2,2,3
TRBGTPK128F429E5D5,1,2,1,3,1,3
TRBGTZD128EF34B6C3,2,2,3,3,1,3
TRBGUHX128F4279757,2,2,3,3,2,3
TRBGUSS128F92F94BB,2,3,1,3,3,2
TRBGUTI128E07872F0,1,2,2,2,1,1
TRBGUUE128F1494FB6,1,3,1,2,1,1
TRBGUUF128F9334B97,1,3,2,1,1,3
TRBGWEG12903CFF7EE,1,3,1,1,3,2
TRBGWGD128F42418B2,2,1,1,1,3,2
TRBGWJB128F4275C7B,2,2,3,2,1,1
TRBGWQG128F92FB42D,1,3,2,3,1,3
TRBGWVI128E0788AE7,1,3,2,3,2,2
TRBGWWM12903CCE627,2,3,3,3,1,2
TRBGXHJ128F93302C7,1,1,3,3,1,1
TRBGXHS128F426B568,1,3,1,3,1,3
TRBGXWM128F428E59A,2,2,2,3,2,2
TRBGYCS128F4277187,1,2,2,1,3,2
TRBGYSS128F1487760,2,2,3,3,1,3
TRBGZKO128F92DB016,1,2,1,3,1,3
TRBGZLM128F4221E63,2,3,3,1,3,2
TRBHAAK128F92E27BF,2,3,3,3,1,1
TRBHAFV128F425D48E,1,2,1,3,2,1
TRBHAUR128F147481A,2,3,3,3,3,2
TRBHBGB128F931E4CF,2,3,1,3,2,3
TRBHCQA128F149F192,2,2,1,2,1,3
TRBHCXR128F92E7D0E,2,3,3,3,1,2
TRBHDGL128F42324A7,1,3,3,2,3,2
TRBHDTL128F1468F7D,3,3,2,3,3,2
TRBHEBY128F148CF2B,1,3,1,3,1,2
TRBHEVR128F4263CE0,1,2,2,3,1,2
TRBHFBL128F14537D2,1,2,3,3,1,3
TRBHFDA128F4270728,2,2,3,3,1,3
TRBHGDD128F1486C2E,2,2,3,3,3,2
TRBHGKH128F427FB11,2,2,1,2,1,1
TRBHGUK128E078E031,2,3,1,2,2,1
TRBHGVH128F148AD73,2,3,1,3,2,3
TRBHHFG128F93353FE,2,2,1,3,1,2
TRBHHMI128F426779C,1,2,1,3,1,2
TRBHHUC128F4294C6F,1,3,1,2,1,2
TRBHHWQ128F93321AB,3,3,2,3,1,2
TRBHIJC128F92E55E2,2,3,3,3,2,3
TRBHIRB128F1452ACC,1,3,2,2,1,3
TRBHIVF128E078DB92,2,2,3,2,3,3
TRBHJAY128F14A9061,1,3,2,3,1,2
TRBHJFG128F426C8EA,1,3,1,3,1,2
TRBHJJP128F145EA12,1,2,2,3,2,2
TRBHJLT128F1460832,2,3,2,2,2,1
TRBHJPQ128E078ED8F,2,2,1,1,1,2
TRBHJUJ128F92EBE24,1,2,1,3,2,2
TRBHKCL128F425A036,1,3,1,2,3,3
TRBHKKK128F427E9FF,2,2,3,1,1,2
TRBHKXX128F4252D02,1,2,1,2,1,1
TRBHLBL12903D0137C,1,3,1,3,1,3
TRBHLDQ128F423EF10,2,3,1,2,3,1
TRBHLGE128F42A64E5,2,2,1,3,1,3
TRBHMHM12903CD9C85,2,2,1,1,2,3
TRBHMMC128F424991B,1,2,1,3,3,2
TRBHMZS128F42658FF,2,3,1,3,3,3
TRBHNEU128F426E873,1,2,1,2,1,2
TRBHNHZ128F42A6BEF,1,3,1,3,3,3
TRBHNUB12903CC2475,2,3,1,1,1,2
TRBHOEV128F4279182,2,3,1,3,1,2
TRBHOXV128F92FBB72,2,2,1,3,2,3
TRBHPGG128F428C972,2,3,1,3,3,2
TRBHQHN128F148A1B3,1,3,1,3,3,2
TRBHQUM128F9309DE1,1,3,1,3,2,2
TRBHQXZ128F42408ED,1,3,1,2,2,3
TRBHRLX128F93466B9,2,3,1,1,1,2
TRBHRME128F42537E5,2,3,3,3,3,2
TRBHSDN128F4274E9F,2,3,1,3,2,2
TRBHSMF128F4285B9C,1,2,1,3,2,2
TRBHSVR128F9324499,2,2,1,3,2,3
TRBHSWH12903D07A35,1,3,1,3,3,1
TRBHTKF128F92CC5D2,1,3,2,3,3,3
TRBHTOR128F428CADE,2,1,3,1,3,2
TRBHTSP128F9307CC3,2,2,1,1,1,3
TRBHUDB128F429A663,2,3,1,1,3,2
TRBHUEU12903CB049A,2,3,3,3,3,2
TRBHUPU128F4230F81,1,3,2,3,1,3
TRBHUUZ128F425C46F,3,3,2,3,1,2
TRBHUVB128F148ADB8,1,2,1,3,2,3
TRBHWOM128F9322A72,1,2,2,2,2,3
TRBHYAU128F9334703,1,2,1,3,1,2
TRBHYIK128F92E210B,1,2,2,2,2,3
TRBHYTA128F93425AC,3,3,2,2,2,3
TRBHYYH128F42390AC,2,1,3,2,2,1
TRBHZAA128F4271AE9,2,2,1,3,2,2
TRBHZUN12903CA60F7,2,2,3,3,2,1
TRBHZYO128E07862BE,1,2,1,2,1,1
TRBIAVU128EF3493BA,1,2,2,3,2,3
TRBIBAQ128F93279F5,2,2,1,3,2,2
TRBIBKA128F42947BF,1,2,1,1,3,3
TRBIBTU128F92FDC9D,3,2,2,2,3,1
TRBIBVM128F4262E9D,2,3,3,3,3,2
TRBICGT128E0792473,3,2,2,1,1,2
TRBICRP128F42882BB,1,2,1,2,3,3
TRBICVB128F9326B65,2,2,1,3,3,2
TRBIDUD128F92FA11C,2,2,1,1,2,2
TRBIDUK128F42806A4,2,3,1,3,2,1
TRBIERO12903CC4BF5,2,3,1,3,1,3
TRBIFGK128F92F23A2,1,3,1,2,1,3
TRBIFOK128EF362D20,1,2,2,3,3,3
TRBIFUD128F1495AE2,1,2,1,2,3,1
TRBIGGV12903CABC77,1,2,2,3,2,3
TRBIGLR128F92E87DD,2,3,1,3,1,2
TRBIGRU128F145B139,1,3,2,2,1,2
TRBIGRY128F42597B3,2,3,3,3,1,1
TRBIGTG128F92EDBAC,1,2,3,2,2,3
TRBIHAU128F425C317,2,3,1,2,1,3
TRBIIEU128F9307C88,2,3,1,3,3,2
TRBIIOT128F423C594,2,3,1,1,1,3
TRBIIXI128F9344121,1,2,1,3,1,3
TRBIJES12903CF5B12,3,3,2,2,2,1
TRBIJFB128F92ED124,2,2,1,1,3,2
TRBIJMU12903CF892B,3,3,2,2,2,1
TRBIJYB128F14AE326,2,3,3,3,1,2
