"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"X175","amor","0","0","0","9.66276934969562e-05","0","0","0","0.0100947067028853","0","0.000122249388753056","2.61499437776209e-05","0","0","0","0","0","0","0","0","6.59529096225295e-05"
"X176","amour","0","0","0","0","0","0","0","0","0","0","0","0.00113584734211722","0","0","3.04636568573692e-05","0","0","0","0","0"
"X177","amus","9.30636555403896e-05","0","0","0","0","0","0","0","0","0","0","0","4.8711578742267e-05","0","0","0","1.35495847052288e-05","0","0","2.19843032075098e-05"
"X178","an","0.000837572899863507","0.0016646321163023","0.00116996383748139","0.00177150771411086","0.00116883640320825","0.000506970849176172","0.000421644413211525","3.67080243741282e-05","0.00169662266051641","0.00855745721271394","0.00156899662665725","0.000908677873693776","0.00151005894101028","0.00144711816753494","0.00073112776457686","0.000421365223323568","0.00100266926818693","0.00154965638054171","0.00133570792520036","0.00109921516037549"
"X179","ana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"X180","anch","0","0","0","0","0","0","0","0","0","0","0","0.000302892624564592","0","0","0","0","0","0","0","0"
"X181","anchor","0","0","0","3.22092311656521e-05","0","0","0","0","0","0","2.61499437776209e-05","0","0","0","0","4.01300212689113e-05","1.35495847052288e-05","6.73763643713785e-05","0","0"
"X182","ancient","0","0","5.31801744309721e-05","3.22092311656521e-05","0","0","0","0","0","0","0.000209199550220967","0","0","0","0","0","0","0.000134752728742757","0","2.19843032075098e-05"
"X183","ancora","0","0.000110975474420153","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"X184","and","0.0237622533813128","0.0186438797025857","0.0227079344820251","0.0278931941894547","0.0160815767200032","0.0257287705956907","0.027078941204029","0.000513912341237795","0.0229574253751127","0.00134474327628362","0.0232211500745273","0.00037861578070574","0.0292269472453602","0.023732737947573","0.0165417656735515","0.0216100164533087","0.0240234136823706","0.0237164802587252","0.0257918839842259","0.0187306263327984"
"X185","anda","0","0","0","0","0","0","0","7.34160487482564e-05","0","0","0","0","0","0","0","0","0","0","0","0"
"X186","andar","0","0","0","0","0","0","0","0.000440496292489538","0","0","0","0","0","0","0","0","0","0","0","0"
"X187","ander","0","0","0","0","0","0","0","0","0","0.00158924205378973","0","0","0","0","0","0","0","0","0","0"
"X188","ando","0","0","0","0","0","0","0","0.000146832097496513","0","0","0","0","0","0","0","0","0","0","0","0"
"X189","ang","3.10212185134632e-05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"X190","angel","6.20424370269264e-05","0.000665852846520919","0.000212720697723889","0.000354301542822173","8.06094071178107e-05","6.33713561470215e-05","0.000234246896228625","3.67080243741282e-05","0.000424155665129102","0","0.000575298763107659","0","0","0","0.000609273137147383","8.02600425378225e-05","0.00010839667764183","0.000202129093114136","0.00038163083577153","0.000769450612262844"
"X191","anger","0","0","0","3.22092311656521e-05","0","0","0","0","0","0","0.000104599775110484","0","4.8711578742267e-05","8.26924667162821e-05","0","0","0","6.73763643713785e-05","3.18025696476275e-05","0.000175874425660079"
"X192","angri","6.20424370269264e-05","0.000221950948840306","5.31801744309721e-05","3.22092311656521e-05","8.06094071178107e-05","0","0","0","0","0","5.22998875552418e-05","0","0","4.13462333581411e-05","3.04636568573692e-05","4.01300212689113e-05","0","0","3.18025696476275e-05","4.39686064150197e-05"
"X193","angst","0","0","0","0","0","0","0","0","0","0.000366748166259169","0","0","0","0","0","0","0","0","0","0"
"X194","anguish","0","0","0","0","0","0","0","0","0","0","5.22998875552418e-05","0","0","0","0","0","0","0","0","2.19843032075098e-05"
"X195","ani","0.000310212185134632","0.000110975474420153","0.000319081046585833","0.000450929236319129","0.000241828221353432","0.000190114068441065","0.000140548137737175","0","0.000106038916282276","0","0.000183049606443346","0","0.000438404208680403","0.000454808566939552","0.000304636568573692","0.000260845138247923","0.000569082557619609","0.000673763643713785","9.54077089428826e-05","0.000637544793017785"
"X196","anim","6.20424370269264e-05","0","0","6.44184623313041e-05","0","6.33713561470215e-05","0","0","0.000212077832564551","0","7.84498313328626e-05","7.5723156141148e-05","9.74231574845341e-05","0","0","0","8.12975082313727e-05","0","0","0"
"X197","ann","0.000558381933242338","0","0","0","0","0","0","0","0","0","2.61499437776209e-05","7.5723156141148e-05","0","0","0","0","0","0","0","0"
"X198","anna","0","0","5.31801744309721e-05","0","0","0","0","0","0","0","0","7.5723156141148e-05","0","0","0","0","1.35495847052288e-05","0","0","0"
"X199","anni","0","0.000110975474420153","0","0","0","0","0","0","0","0","0","0","0","4.13462333581411e-05","0","0","0","0","0","0.000153890122452569"
"X200","annihil","0","0","0","0","0","0","0","0","0","0","5.22998875552418e-05","0","0","0","0","0","0","0","0","0"
"X201","ano","0","0","0","0","0","0","0","0.000220248146244769","0","0","0","7.5723156141148e-05","0","0","0","0","0","0","0","0"
"X202","año","0","0","0","0","0","0","0","0.000146832097496513","0","0","0","0","0","0","0","0","0","0","0","0"
"X203","anoth","0.00139595483310584","0.000887803795361225","0.000531801744309721","0.000644184623313041","0.000483656442706864","0.000443599493029151","0.000515343171702975","0","0.000371136206987965","0","0.000392249156664313","7.5723156141148e-05","0.00146134736226801","0.00219135036798148","0.00036556388228843","0.00104338055299169","0.000474235464683007","0.00242554911736963","0.000922274519781198","0.000725482005847825"
"X204","answer","0.000589403151755801","0","0.000638162093171666","9.66276934969562e-05","0.000362742332030148","0.000126742712294043","0.000327945654720075","0","0.00116642807910503","0","0.000444549044219555","0","9.74231574845341e-05","0.000124038700074423","6.09273137147383e-05","0.000180585095710101","0.00010839667764183","0","0.00012721027859051","0.000263811638490118"
"X205","ant","0","0","5.31801744309721e-05","0","0","0","0","0.000880992584979076","0","0","0","7.5723156141148e-05","0","0","0","0","1.35495847052288e-05","0.00161703274491308","0","0"
"X206","anticip","3.10212185134632e-05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.01300212689113e-05","1.35495847052288e-05","6.73763643713785e-05","6.36051392952551e-05","0"
"X207","anybodi","0","0","0.000212720697723889","6.44184623313041e-05","8.06094071178107e-05","0","4.6849379245725e-05","0","5.30194581411378e-05","0","0.000209199550220967","0","0","4.13462333581411e-05","0.000243709254858953","2.00650106344556e-05","8.12975082313727e-05","6.73763643713785e-05","0","4.39686064150197e-05"
"X208","anyhow","0","0","0","0","8.06094071178107e-05","0","9.369875849145e-05","0","0","0","0","0","0","0","0","2.00650106344556e-05","0","0","0","0"
"X209","anymor","0.000186127311080779","0","0.000531801744309721","0.000676393854478694","0.000241828221353432","0.000126742712294043","0.00121808386038885","0","0.000106038916282276","0","0.000183049606443346","7.5723156141148e-05","0","0.000330769866865129","0","0.000481560255226935","1.35495847052288e-05","6.73763643713785e-05","3.18025696476275e-05","0.000813419218677864"
"X210","anyon","0.000279190966621169","0","0","0.000225464618159565","0.000120914110676716","0","9.369875849145e-05","0","0","0","2.61499437776209e-05","0","0.000340981051195869","0.000248077400148846","0.000152318284286846","0.000180585095710101","0.000135495847052288","6.73763643713785e-05","6.36051392952551e-05","4.39686064150197e-05"
"X211","anyth","0.00133391239607892","0.000110975474420153","0.000212720697723889","0.000225464618159565","0.000161218814235621","0.000316856780735108","0.00028109627547435","0","0.000318116748846827","0","5.22998875552418e-05","0","0.000194846314969068","0.000289423633506988","0.000548345823432645","0.000862795457281592","0.00010839667764183","0","0.000286223126828648","0.000505638973772726"
"X212","anytim","3.10212185134632e-05","0.000221950948840306","0","3.22092311656521e-05","0","0","0","0","0","0","0","0","0","8.26924667162821e-05","6.09273137147383e-05","6.01950319033669e-05","0","0","0.00012721027859051","0"
"X213","anyway","0.000217148529594242","0","0","6.44184623313041e-05","0.000120914110676716","6.33713561470215e-05","0.000234246896228625","0","0","0","0","0","9.74231574845341e-05","0","0","0","9.48470929366015e-05","0.000134752728742757","6.36051392952551e-05","0.000681513399432805"
"X214","anywher","0.000124084874053853","0.00122073021862168","5.31801744309721e-05","9.66276934969562e-05","0","0","4.6849379245725e-05","0","0.000106038916282276","0","0","0","0","0.000330769866865129","0","8.02600425378225e-05","0","0","0.000159012848238138","0.000109921516037549"
"X215","ao","0","0","0","0","0","0","0","0.000367080243741282","0","0","0","0","0","0","0","0","0","0","0","0"
"X216","apart","0.000248169748107706","0.000221950948840306","0.000372261221016805","0.00016104615582826","0.000362742332030148","6.33713561470215e-05","0.0001873975169829","0.000293664194993025","0","0.000122249388753056","0.000339949269109071","0","0.000146134736226801","0","9.13909705721075e-05","0.00046149524459248","5.41983388209151e-05","0","0.00050884111436204","0.000637544793017785"
"X217","apathi","0","0","0","0","4.03047035589053e-05","0","0","0","0","0","7.84498313328626e-05","0","0","0","6.09273137147383e-05","0","2.70991694104576e-05","0","3.18025696476275e-05","0"
"X218","apolog","0","0","0.000106360348861944","0","0","0","0","0","0","0","0","0","0","4.13462333581411e-05","0.000182781941144215","6.01950319033669e-05","1.35495847052288e-05","0","0","0.000109921516037549"
"X219","appeal","0","0","0","0","0","6.33713561470215e-05","0","0","5.30194581411378e-05","0","0","0","0","0","6.09273137147383e-05","6.01950319033669e-05","4.06487541156864e-05","0","0","2.19843032075098e-05"
"X220","appear","6.20424370269264e-05","0","5.31801744309721e-05","0","0","0","0","0","0.000106038916282276","0","0.000156899662665725","0","4.8711578742267e-05","0","0","6.01950319033669e-05","2.70991694104576e-05","0.000134752728742757","0.00012721027859051","0"
"X221","appl","0","0.000221950948840306","0.000106360348861944","0","0","0","0","0","0","0","0","0","0","8.26924667162821e-05","0","4.01300212689113e-05","6.77479235261439e-05","0","3.18025696476275e-05","2.19843032075098e-05"
"X222","appreci","0","0","5.31801744309721e-05","0","8.06094071178107e-05","0","4.6849379245725e-05","0","0","0","0","0","0","8.26924667162821e-05","0","2.00650106344556e-05","2.70991694104576e-05","0","0","6.59529096225295e-05"
"X223","approach","0","0","0","3.22092311656521e-05","0","6.33713561470215e-05","0","0","0","0","2.61499437776209e-05","0","0","0","0","0","1.35495847052288e-05","0","3.18025696476275e-05","0"
"X224","aprè","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"X225","aprend","0","0","0","0","0","0","0","3.67080243741282e-05","0","0","0","0","0","0","0","0","0","0","0","0"
"X226","april","3.10212185134632e-05","0","0.000319081046585833","0","0","0","0","0","5.30194581411378e-05","0","0","7.5723156141148e-05","0","0","0","0","0","0","0","0"
"X227","aqu","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"X228","aquel","0","0","0","0","0","0","0","0.000367080243741282","0","0","0","0","0","0","0","6.01950319033669e-05","0","0","0","0"
"X229","aquella","0","0","0","0","0","0","0","0.000367080243741282","0","0","0","0","0","0","0","0","0","0","0","0"
"X230","aquello","0","0","0","0","0","0","0","7.34160487482564e-05","0","0","0","0","0","0","0","0","0","0","0","0"
"X231","aqui","0","0","5.31801744309721e-05","0","0","0","0","0.00102782468247559","0","0","0","0","0","0","0","0","0","0","0","0"
"X232","aquí","0","0","0","0","0","0","0","0.00176198516995815","0","0","0","0","0","0","0","0","0","0","0","0"
"X233","ar","0","0","0","0","0","0","0","0","0","0.000611246943765281","0","0","0","0","0","0","0","0","0","0"
"X234","är","0","0","0","0","0","0","0","0","0","0.00220048899755501","0","0","0","0","0","0","0","0","0","0"
"X235","are","0.00697977416552922","0.00233048496282322","0.00196766645394597","0.00557219699165781","0.00947160533634275","0.00399239543726236","0.00707425626610447","3.67080243741282e-05","0.00731668522347702","0.000244498777506112","0.00985852880416307","0.000151446312282296","0.00925519996103074","0.0179442652774332","0.00892585145920916","0.0116377061679843","0.00325190032925491","0.00545748551408166","0.00833227324767841","0.00980499923054939"
"X236","arena","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.70991694104576e-05","0","0","0"
"X237","argu","0","0","0","0","0","0","0","0","5.30194581411378e-05","0","0","0","0","0","0","0","0","0","0","0"
"X238","aris","0","0","0","3.22092311656521e-05","0","0","0","0","0","0","0.000522998875552418","0","0","0","0","2.00650106344556e-05","0","6.73763643713785e-05","0","0"
"X239","arm","6.20424370269264e-05","0.000332926423260459","0.000372261221016805","9.66276934969562e-05","0","0","0.00192082454907472","0","0.000265097290705689","0.000488997555012225","0.000392249156664313","0","0.000194846314969068","0.000124038700074423","0.000426491196003168","0.000983185521088326","0.00010839667764183","0.00047163455059965","0.000572446253657295","0.000329764548112648"
"X240","armi","3.10212185134632e-05","0","0","0.000322092311656521","0","0","4.6849379245725e-05","0","0","0","2.61499437776209e-05","0","0","4.13462333581411e-05","3.04636568573692e-05","2.00650106344556e-05","0.000216793355283661","0.000134752728742757","0","0"
"X241","around","0.000651445588782727","0.0018865830651426","0.00159540523292916","0.000966276934969562","0.00128975051388497","0.00120405576679341","0.00154602951510892","0","0.00106038916282276","0","0.00060144870688528","0","0.00302011788202056","0.00124038700074423","0.00149271918601109","0.00120390063806734","0.000812975082313727","0.00161703274491308","0.00356188780053428","0.00169279134697826"
"X242","arrang","3.10212185134632e-05","0","0","3.22092311656521e-05","0","0","4.6849379245725e-05","0","0","0","2.61499437776209e-05","7.5723156141148e-05","0","0","0","4.01300212689113e-05","1.35495847052288e-05","0","0","0"
"X243","arriba","0","0","0","0","0","0","0","0.000954408633727333","0","0","0","0","0","0","0","0","0","0","0","0"
"X244","arriv","0","0","0.000265900872154861","9.66276934969562e-05","0","6.33713561470215e-05","0","0","0.000106038916282276","0","2.61499437776209e-05","0.00037861578070574","0","0","6.09273137147383e-05","0","1.35495847052288e-05","0.00154965638054171","6.36051392952551e-05","0"
"X245","arrow","0","0","0","0","0","0","9.369875849145e-05","0","0","0","5.22998875552418e-05","0","9.74231574845341e-05","0","3.04636568573692e-05","0","2.70991694104576e-05","6.73763643713785e-05","0","0"
"X246","art","6.20424370269264e-05","0","5.31801744309721e-05","3.22092311656521e-05","8.06094071178107e-05","0","0","7.34160487482564e-05","5.30194581411378e-05","0.000244498777506112","7.84498313328626e-05","0.000151446312282296","0.000194846314969068","0","0","0","0.000149045431757517","0","6.36051392952551e-05","0"
